id_svsa_50k,nome,mae,sexo,dt_nasc,cod_munic_res
36368,DAVI CALDEIRA DA ROSA,ISABELLA PEREIRA DA ROSA,2,1985-07-27,510820
36369,LAURA DA MATA NUNES MACEDO,ANA LIZ DA ROSA CASTRO MACEDO,1,2021-06-06,420165
36370,MARIA FOGACA LEAO,CLARICE DA CRUZ CASA GRANDE LEAO,1,1993-11-15,230320
36371,JOAO PEDRO GOMES FARIAS,GABRIELLY APARECIDA FARIAS,2,1970-02-10,330110
36372,ENZO SA FARIAS,ELOAH MELO FARIAS,2,1972-11-20,522155
36373,LAVINIA AZEVEDO NUNES,MAITE MENDONCA NUNES,1,1998-02-13,330570
36374,RYAN SALES COSTA,LUANA ARAGAO COSTA,2,1984-06-18,500320
36375,ENRICO FARIAS SILVEIRA,MARIA FERNANDA DUARTE SILVEIRA,2,1975-09-18,220380
36376,YURI CIRINO FERNANDES,FERNANDA BORGES FERNANDES,2,2016-04-10,352900
36377,LUCCA DIAS DA PAZ,ZOE GOMES DA PAZ,2,1994-08-09,310900
36378,SAMUEL NOGUEIRA PORTO,NINA DA CRUZ MONTENEGRO PORTO,2,1987-01-14,315800
36379,VITORIA BARBOSA PINTO,REBECA BORGES PINTO,1,2024-06-22,291300
36380,RENAN CASTRO BRITO,EDUARDA SILVEIRA BRITO,2,2009-11-13,430697
36381,ANA JULIA SILVEIRA DA MATA,BRENDA GARCIA DA MATA,1,1993-03-08,310560
36382,AGATHA FONSECA BORGES,STEPHANY PIMENTA BORGES,1,1976-04-14,130395
36383,LETICIA MENDONCA BORGES,OLIVIA DA ROSA CASSIANO BORGES,1,2013-09-21,353030
36384,CALEB DA MATA FOGACA LIMA,LAVINIA ALMEIDA LIMA,2,2022-11-13,250940
36385,MAITE DA ROCHA NUNES ALMEIDA,MARIANA CASTRO ALMEIDA,1,2012-09-03,420360
36386,JOAO GUILHERME CASTRO GARCIA,MIRELLA AZEVEDO GARCIA,2,2000-11-19,241105
36387,LIVIA GOMES DA MOTA,HELENA DA MOTA FARIAS DA MOTA,1,2018-01-23,291130
36388,SOFIA BARBOSA DA PAZ,LARISSA CASTRO DA PAZ,1,1995-12-13,290840
36389,LUCAS GABRIEL LEAO DA CRUZ,EMANUELLY SA DA CRUZ,2,2000-09-12,320140
36390,MARIA CECILIA CASTRO RAMOS,ANA JULIA CIRINO RAMOS,1,1995-03-09,315057
36391,THIAGO PINTO LIMA,SARA DA COSTA MOREIRA LIMA,2,1986-03-24,420930
36392,NICOLAS LEAO CIRINO,JOANA RIBEIRO CIRINO,2,1990-10-04,313700
36393,SAMUEL CIRINO DA PAZ,ANA SOPHIA MORAES DA PAZ,2,2011-06-02,410770
36394,LEO CARVALHO RAMOS,ANA VITORIA SAMPAIO RAMOS,2,1975-09-07,230200
36395,HELENA CAMARA PIMENTA,MARIANA MACHADO PIMENTA,1,1979-08-06,520760
36396,LUNA BARBOSA CAMPOS,EMANUELLY RIOS CAMPOS,1,1987-08-28,150304
36397,ELISA PACHECO RIBEIRO,MARIA EDUARDA RIOS RIBEIRO,1,1996-06-28,410755
36398,BENTO AZEVEDO FARIAS,HELOISA CARVALHO FARIAS,2,1994-06-10,352650
36399,RENAN CAVALCANTE DA MOTA,ANA SOPHIA VIEIRA DA MOTA,2,2002-06-22,270850
36400,ELISA VIANA BORGES,ANA LIZ CAMARA BORGES,1,2013-12-21,311300
36401,VICENTE DA LUZ GOMES VIANA,ANA JULIA ALMEIDA VIANA,2,2013-02-13,316850
36402,ESTHER DA CRUZ MONTENEGRO SOUZA,LUANA CAMARGO SOUZA,1,1982-05-04,311870
36403,LEANDRO BARBOSA CAVALCANTI,MARIANE DA MATA TEIXEIRA CAVALCANTI,2,2002-12-21,291230
36404,LUNA MOREIRA VIEIRA,SABRINA CAMARA VIEIRA,1,2021-08-23,260515
36405,THIAGO SILVEIRA NUNES,CLARA RODRIGUES NUNES,2,2020-10-27,430435
36406,YURI DA CRUZ NASCIMENTO CASTRO,GABRIELLY PEREIRA CASTRO,2,1975-08-29,230950
36407,ISAAC BARROS AZEVEDO,LUIZA GONCALVES AZEVEDO,2,1993-03-14,522160
36408,VITOR HUGO PEREIRA ABREU,ANA LIZ FERNANDES ABREU,2,1991-02-02,230740
36409,LARA RODRIGUES DA CONCEICAO,AYLA DIAS DA CONCEICAO,1,1978-06-06,315290
36410,GAEL NASCIMENTO ALVES,MARIA LUIZA DA CONCEICAO LIMA ALVES,2,1999-03-09,311940
36411,LUIZ OTAVIO GUERRA FREITAS,SARA OLIVEIRA FREITAS,2,1987-01-02,421567
36412,GABRIEL VIEIRA FERNANDES,AYLLA MELO FERNANDES,2,2011-10-27,313460
36413,LUCAS PEIXOTO SILVA,CAROLINE RIOS SILVA,2,2001-02-13,352050
36414,ANTHONY PEIXOTO CAVALCANTI,MARCELA PIMENTA CAVALCANTI,2,2001-07-29,432240
36415,MARIA EDUARDA CIRINO MORAES,AURORA CAVALCANTI MORAES,1,2014-05-03,330100
36416,BEATRIZ CAVALCANTI MONTEIRO,ISADORA GOMES MONTEIRO,1,1974-02-05,170510
36417,ESTER CUNHA APARECIDA,LUNA LEAO APARECIDA,1,1982-08-12,150210
36418,BIANCA DAS NEVES MENDONCA SA,MARIA VITORIA DA CRUZ ARAGAO SA,1,1997-09-24,310720
36419,THIAGO CARVALHO RIOS,GABRIELLY OLIVEIRA RIOS,2,1999-04-15,312950
36420,LUNNA SILVEIRA CAVALCANTE,CLARICE NASCIMENTO CAVALCANTE,1,1976-12-18,315520
36421,VALENTINA DA CUNHA PIMENTA RODRIGUES,DANIELA CASTRO RODRIGUES,1,1999-05-03,260720
36422,IGOR NOGUEIRA ALVES,MARIA HELENA COSTA ALVES,2,2018-07-09,110005
36423,RAVI LUCCA PACHECO VARGAS,NICOLE DUARTE VARGAS,2,1975-02-19,160060
36424,BELLA RODRIGUES CASSIANO,MARIANA LOPES CASSIANO,1,2011-12-28,431110
36425,APOLLO MACEDO CAVALCANTI,LARA CIRINO CAVALCANTI,2,1973-08-30,315530
36426,ANTONIO AZEVEDO DA LUZ,MARCELA CAMARGO DA LUZ,2,1976-11-30,240710
36427,ARTHUR MIGUEL CASSIANO PINTO,SOFIA CASTRO PINTO,2,2004-10-08,410720
36428,VITOR HUGO NASCIMENTO ABREU,JULIANA FONSECA ABREU,2,1974-05-23,330575
36429,JADE ALMEIDA FONSECA,ANA LUIZA MARQUES FONSECA,1,2001-10-02,313180
36430,ANA SOPHIA VIANA COSTELA,AGATHA BARROS COSTELA,1,1987-08-03,412240
36431,CECILIA PORTO BRITO,MARIA EDUARDA MELO BRITO,1,2001-10-31,520910
36432,AYLA NASCIMENTO CASSIANO,ALICE NOGUEIRA CASSIANO,1,2005-05-04,313507
36433,KEVIN DA CRUZ DIAS LIMA,SARA CALDEIRA LIMA,2,1970-11-14,251560
36434,DANIEL PIRES MARTINS,VITORIA FERNANDES MARTINS,2,2004-01-22,311180
36435,PIETRO CAVALCANTI ARAGAO,AMANDA DA MOTA REZENDE ARAGAO,2,1997-04-06,160060
36436,HELOISA DA COSTA PEREIRA MARTINS,MARIA FLOR SILVEIRA MARTINS,1,1989-05-14,510770
36437,ANDRE COSTA BORGES,ANA VITORIA DAS NEVES MARQUES BORGES,2,1991-12-20,313670
36438,LUNNA GARCIA MONTENEGRO,RAQUEL PEIXOTO MONTENEGRO,1,1985-04-09,351580
36439,VITOR GABRIEL BRITO GOMES,SOPHIE RAMOS GOMES,2,2015-05-19,313652
36440,ALLANA CARVALHO PEIXOTO,HELOISA ALMEIDA PEIXOTO,1,2020-02-10,330180
36441,LARA CAMPOS CIRINO,AGATHA PINTO CIRINO,1,1979-10-16,230565
36442,NICOLAS GONCALVES ARAUJO,MARIA CLARA FOGACA ARAUJO,2,2015-09-18,312490
36443,PIETRO CAVALCANTE CAVALCANTE,ALANA VIEIRA CAVALCANTE,2,2004-05-11,310660
36444,NICOLE CAMARGO ABREU,ALICIA BORGES ABREU,1,2005-06-06,431920
36445,ANA LAURA MORAES SANTOS,MARIANA RODRIGUES SANTOS,1,2004-07-06,250625
36446,ERICK DA LUZ CAMPOS ABREU,ISABELLA RAMOS ABREU,2,1984-04-04,220290
36447,MARIA ALICE COSTA DA MATA,JADE DA ROCHA MACEDO DA MATA,1,1974-08-13,231270
36448,MARIA CLARA LEAO BARBOSA,MARIA ALICE AZEVEDO BARBOSA,1,2003-12-08,320506
36449,JOAO PEDRO ARAUJO MOURA,ANA LIZ RAMOS MOURA,2,1994-08-29,291740
36450,MARIA EDUARDA JESUS FERNANDES,LUANA DA ROSA SOUZA FERNANDES,1,1997-11-03,353250
36451,MARIA EDUARDA MONTEIRO PACHECO,ANA SOPHIA SILVEIRA PACHECO,1,1983-03-17,230500
36452,VINICIUS ANDRADE CARDOSO,JADE CARVALHO CARDOSO,2,2007-08-14,290570
36453,MARIA ANDRADE RAMOS,GABRIELA PORTO RAMOS,1,2007-08-20,330470
36454,JULIANA DA ROSA NOGUEIRA BARBOSA,MARIA HELENA VARGAS BARBOSA,1,2013-07-19,150630
36455,MAYSA RAMOS VASCONCELOS,ELISA SILVA VASCONCELOS,1,1991-11-20,314053
36456,AYLLA DA MOTA ALMEIDA DUARTE,CAROLINE MELO DUARTE,1,1997-01-25,230565
36457,ERICK MORAES SANTOS,LAVINIA FREITAS SANTOS,2,2018-10-10,270840
36458,MARIANA CASTRO BORGES,LETICIA GUERRA BORGES,1,2011-04-14,311750
36459,MARINA PINTO NOVAES,ANA CECILIA FONSECA NOVAES,1,2023-01-12,230426
36460,MATTEO CASTRO ALVES,MARIA LAURA ROCHA ALVES,2,1999-06-27,314085
36461,THIAGO FREITAS NASCIMENTO,ANA BEATRIZ PEREIRA NASCIMENTO,2,1992-09-07,510250
36462,SOPHIA MENDES PIRES,ISABELLA VIANA PIRES,1,1977-03-29,410400
36463,JUAN PIMENTA CALDEIRA,MARIA JULIA MARTINS CALDEIRA,2,2013-05-09,280510
36464,BIANCA MELO PINTO,CECILIA RIBEIRO PINTO,1,1985-01-07,431971
36465,DANIEL GARCIA CASTRO,BIANCA PORTO CASTRO,2,2010-09-03,316520
36466,MARIA LUISA CUNHA FOGACA,LAURA VIEIRA FOGACA,1,2022-11-11,240670
36467,MARIA CLARA ARAUJO BARBOSA,LAURA VIEIRA BARBOSA,1,2014-04-28,320080
36468,RAEL CORREIA FARIAS,ANA CECILIA DA CONCEICAO DA MOTA FARIAS,2,1988-01-04,312390
36469,MATHEUS GARCIA PIMENTA,DANIELA CARVALHO PIMENTA,2,2019-07-11,220240
36470,ANA SOPHIA RIBEIRO MORAES,MANUELA MENDONCA MORAES,1,2001-01-21,430545
36471,JOSE PEDRO CASSIANO DA CRUZ,SARAH MOREIRA DA CRUZ,2,2010-09-01,231140
36472,MARINA OLIVEIRA BRITO,EMANUELLA GUERRA BRITO,1,1977-01-31,291560
36473,ANA CLARA DA MATA SA GARCIA,ALICE SAMPAIO GARCIA,1,1997-04-19,355480
36474,KAIQUE JESUS MACHADO,MARIA FLOR ALBUQUERQUE MACHADO,2,2000-11-17,251200
36475,MIRELLA DA CRUZ PEREIRA MONTENEGRO,ANA LUIZA RAMOS MONTENEGRO,1,2014-01-09,211230
36476,CALEB ARAGAO PACHECO,MARIA JULIA DA CONCEICAO SOUSA PACHECO,2,2019-06-30,317090
36477,HELLENA ROCHA RIOS,NICOLE CASSIANO RIOS,1,2019-12-21,260530
36478,PEDRO MIGUEL CARDOSO FERREIRA,GABRIELLY RIBEIRO FERREIRA,2,1995-10-24,313940
36479,LARA PIRES FONSECA,NINA LIMA FONSECA,1,2013-05-17,431179
36480,EDUARDA SANTOS LIMA,MAYA CAMARA LIMA,1,1990-07-17,420930
36481,LUARA ALBUQUERQUE DA LUZ,MARIA ALICE SALES DA LUZ,1,1979-11-10,231210
36482,ARTHUR MIGUEL MACHADO MOURA,HELENA CAVALCANTI MOURA,2,1986-03-22,250110
36483,DANTE ANDRADE RODRIGUES,AYLLA MARTINS RODRIGUES,2,1992-09-20,311610
36484,ANTONY CIRINO PORTO,MARIA SOPHIA ABREU PORTO,2,2006-05-14,230520
36485,BERNARDO DA COSTA MENDES SAMPAIO,ISABELA BRITO SAMPAIO,2,1997-06-18,313190
36486,MIRELLA VIANA VIANA,MANUELLA FONSECA VIANA,1,2003-07-17,421170
36487,OTAVIO LEAO MONTENEGRO,LARA REZENDE MONTENEGRO,2,2006-07-18,510520
36488,DOM PACHECO DIAS,CATARINA RIOS DIAS,2,2024-02-13,313650
36489,MILENA MOURA PACHECO,GIOVANNA MELO PACHECO,1,1990-01-28,320016
36490,ISABELLY SIQUEIRA COSTELA,VALENTINA SALES COSTELA,1,2006-02-28,320370
36491,MIGUEL PASTOR LIMA,ANTONELLA CAMARGO LIMA,2,1986-02-19,314995
36492,BIANCA VIANA CARDOSO,MARIA LIZ RIBEIRO CARDOSO,1,1994-09-05,280350
36493,NOAH CIRINO MELO,ALANA PACHECO MELO,2,1985-07-31,352210
36494,CAROLINE MORAES SAMPAIO,EMANUELLY CORREIA SAMPAIO,1,2001-07-07,292340
36495,LIZ MENDONCA NASCIMENTO,LARISSA SILVEIRA NASCIMENTO,1,2015-06-21,292220
36496,THEODORO CASSIANO DA COSTA,MARIA LUIZA ALVES DA COSTA,2,1996-04-08,312965
36497,ISIS SOUZA BORGES,MARIA LUISA CARDOSO BORGES,1,2009-01-19,520400
36498,MANUELA LOPES ALVES,ANA CLARA CALDEIRA ALVES,1,1983-02-17,353810
36499,JADE PEIXOTO CORREIA,MARIA CLARA PORTO CORREIA,1,1989-02-06,430697
36500,MATEUS BRITO PIMENTA,GIOVANNA COSTELA PIMENTA,2,2022-06-03,130120
36501,JULIANA PASTOR MENDES,RAFAELA RIBEIRO MENDES,1,2022-05-24,316620
36502,LARA MONTENEGRO NOVAIS,ISIS SOUSA NOVAIS,1,1983-12-07,510250
36503,IGOR CARVALHO ARAUJO,MELISSA COSTELA ARAUJO,2,1973-06-25,315737
36504,VALENTIM TEIXEIRA FERNANDES,CECILIA MENDES FERNANDES,2,1994-11-14,411150
36505,THOMAS FONSECA SALES,MARIA ISIS DA ROCHA PEIXOTO SALES,2,1972-10-31,230820
36506,JOAO GABRIEL CORREIA ABREU,ANA CECILIA CASSIANO ABREU,2,1977-10-11,350050
36507,VITOR HUGO ROCHA NASCIMENTO,JOANA LEAO NASCIMENTO,2,2000-12-05,431810
36508,JOANA PEREIRA CAVALCANTE,ANA LIZ MENDONCA CAVALCANTE,1,1996-08-02,410710
36509,MARCELO VASCONCELOS DA ROCHA,HELENA NOVAES DA ROCHA,2,2009-03-30,251000
36510,PIETRO TEIXEIRA MOREIRA,MARCELA CUNHA MOREIRA,2,2008-01-16,291610
36511,VITORIA ALMEIDA GUERRA,SOPHIE FARIAS GUERRA,1,1997-03-10,150050
36512,CAIO CIRINO MOURA,FERNANDA CAMPOS MOURA,2,2012-12-21,311050
36513,RAEL CALDEIRA FARIAS,MARIA LUIZA AZEVEDO FARIAS,2,1990-08-09,330015
36514,ALICE CAMPOS COSTELA,ALLANA DAS NEVES PASTOR COSTELA,1,2001-05-04,261618
36515,DAVI LUCCA DA LUZ SANTOS BORGES,ANA JULIA FONSECA BORGES,2,1980-10-25,412630
36516,EMANUEL BORGES DIAS,ISIS SILVA DIAS,2,1973-01-05,412070
36517,MAYSA DAS NEVES LEAO FONSECA,HELLENA DA CRUZ DA PAZ FONSECA,1,1970-10-17,130070
36518,MARCOS VINICIUS CASTRO CASSIANO,MAITE PIMENTA CASSIANO,2,2017-01-20,280310
36519,MARIA SANTOS ABREU,LUANA ALMEIDA ABREU,1,1986-05-11,412230
36520,JOAO MIGUEL SA OLIVEIRA,LUARA APARECIDA OLIVEIRA,2,2014-02-20,210430
36521,ISIS DIAS AZEVEDO,ISABELA CARVALHO AZEVEDO,1,2008-08-24,261090
36522,CAROLINE CAVALCANTE ALVES,LUARA PORTO ALVES,1,1985-11-21,313050
36523,LUIZ FELIPE GUERRA DA MATA,ANA BEATRIZ CASA GRANDE DA MATA,2,1982-09-13,320300
36524,ANTONELLA CUNHA BARBOSA,LAURA DA CONCEICAO CAMPOS BARBOSA,1,1990-07-04,352260
36525,DIEGO CORREIA PORTO,ANA JULIA APARECIDA PORTO,2,2021-08-20,260410
36526,CARLOS EDUARDO MARQUES FERREIRA,ANA CAMARA FERREIRA,2,2013-06-20,431775
36527,MATHIAS ABREU SILVEIRA,MARIA JULIA SOUZA SILVEIRA,2,2003-10-27,312230
36528,LUCAS CASA GRANDE CORREIA,NINA VASCONCELOS CORREIA,2,1974-12-13,291240
36529,KEVIN MENDES DA CRUZ,BELLA MARQUES DA CRUZ,2,1970-02-16,431540
36530,HADASSA MACEDO BORGES,ANA CAROLINA LIMA BORGES,1,2008-03-23,355030
36531,ANA FREITAS PEIXOTO,SOFIA MOURA PEIXOTO,1,2012-01-08,311930
36532,BENJAMIM PIMENTA JESUS,ISABEL COSTELA JESUS,2,2008-04-21,313520
36533,MARIA LUISA OLIVEIRA MONTEIRO,NINA RODRIGUES MONTEIRO,1,1973-06-09,292340
36534,MAYSA CARVALHO MOURA,CAROLINE LOPES MOURA,1,2010-07-17,230810
36535,ERICK SILVA DA CUNHA,REBECA PIRES DA CUNHA,2,1970-03-17,220870
36536,RENAN LIMA AZEVEDO,MANUELA CAVALCANTE AZEVEDO,2,2009-01-14,291540
36537,BRENDA PINTO VASCONCELOS,JULIA SIQUEIRA VASCONCELOS,1,1978-01-04,431846
36538,LAIS SILVEIRA CORREIA,ANA LIZ OLIVEIRA CORREIA,1,2023-11-18,311530
36539,GUSTAVO DA ROCHA MOREIRA AZEVEDO,AURORA PASTOR AZEVEDO,2,2022-10-26,431333
36540,AGATHA NUNES CAMPOS,LARISSA GARCIA CAMPOS,1,1987-07-07,311783
36541,THEO DA PAZ LEAO SAMPAIO,ELOA CORREIA SAMPAIO,2,1999-08-27,270370
36542,BRENDA FREITAS CAVALCANTE,CAROLINE SILVA CAVALCANTE,1,1991-01-17,230240
36543,BENJAMIN CAMPOS CAVALCANTE,HADASSA MARTINS CAVALCANTE,2,2016-03-05,330240
36544,THALES GARCIA DUARTE,MANUELA JESUS DUARTE,2,1978-02-28,431514
36545,ANA SOPHIA SOUSA ANDRADE,MARIA ALICE DA LUZ MACHADO ANDRADE,1,1984-05-06,421750
36546,THEODORO JESUS NOGUEIRA,HADASSA MENDONCA NOGUEIRA,2,1998-02-15,230700
36547,LUAN TEIXEIRA MOURA,ANA BEATRIZ MACHADO MOURA,2,2004-07-08,431270
36548,HADASSA ARAGAO DA ROCHA,CLARA DA CUNHA LOPES DA ROCHA,1,1983-02-28,430850
36549,GABRIELLY DA ROSA PASTOR SOUSA,SABRINA NOGUEIRA SOUSA,1,1976-05-31,314310
36550,MARIA ALICE GOMES DA MATA,MARIA ISIS ALVES DA MATA,1,2012-06-26,311310
36551,BENTO NOGUEIRA VIANA,SOFIA VASCONCELOS VIANA,99,1985-11-29,312830
36552,ISABELLA MACEDO RIOS,ANA CECILIA ARAUJO RIOS,99,2018-08-06,210630
36553,MIRELLA BARBOSA FOGACA,AYLLA DAS NEVES CAMARGO FOGACA,99,1988-12-05,520850
36554,NICOLE MONTEIRO CARVALHO,ANA CECILIA ALVES CARVALHO,99,1983-04-05,312260
36555,PIETRA CAMARA VARGAS,NINA CAMPOS VARGAS,99,1978-08-10,313700
36556,CLARICE PASTOR PEIXOTO,MAITE NASCIMENTO PEIXOTO,99,1982-11-05,520060
36557,NICOLE RODRIGUES SANTOS,ANA LAURA DA ROCHA BARBOSA SANTOS,99,1995-05-09,241300
36558,IGOR TEIXEIRA SAMPAIO,HELENA NOVAIS SAMPAIO,99,1987-02-25,431046
36559,MARCELA VIEIRA DUARTE,CLARA CAMARGO DUARTE,99,1987-01-05,430300
36560,KAIQUE DA MATA DA CRUZ GONCALVES,ISIS ARAGAO GONCALVES,99,2000-02-23,316110
36561,DAVI LUCCA COSTA MOREIRA,JULIA DA ROCHA ALBUQUERQUE MOREIRA,99,1989-02-06,421630
36562,CAUE BRITO DA MOTA,SOFIA NUNES DA MOTA,99,1978-10-22,230420
36563,JOANA DA CONCEICAO ARAGAO DA ROSA,MARIA FERNANDA PEIXOTO DA ROSA,99,2022-07-20,521370
36564,BEATRIZ FONSECA MENDONCA,MARIA SOPHIA PORTO MENDONCA,99,1994-04-14,312740
36565,LEANDRO NOGUEIRA MACHADO,MAYSA DA COSTA DA MOTA MACHADO,99,1982-03-14,431110
36566,ANA LUIZA MONTEIRO PACHECO,ANA LIVIA GONCALVES PACHECO,99,1979-05-07,510617
36567,MARIA LUIZA FERNANDES PIRES,ANA LIZ DA COSTA AZEVEDO PIRES,99,1992-03-04,312970
36568,AUGUSTO LOPES BARBOSA,ANA LIZ JESUS BARBOSA,99,1980-06-27,521560
36569,ANA BEATRIZ ARAGAO DUARTE,KAMILLY RIOS DUARTE,99,1982-08-20,293200
36570,MARINA CAMPOS MELO,ANA LIVIA BARROS MELO,99,1998-12-04,260870
36571,ARTHUR CUNHA DA MOTA,AYLA RAMOS DA MOTA,99,1988-05-27,261080
36572,LAVINIA VARGAS CAVALCANTE,FERNANDA SOUSA CAVALCANTE,99,1970-03-19,290450
36573,VITOR GABRIEL DA LUZ ARAUJO LIMA,GABRIELLY ALMEIDA LIMA,99,1979-11-05,291080
36574,AYLLA DUARTE SILVA,SOFIA PIMENTA SILVA,99,1982-11-14,230420
36575,ISAAC NUNES MONTEIRO,MARIA ALICE RAMOS MONTEIRO,99,2021-11-11,431680
36576,RAVI SIQUEIRA SALES,EMANUELLY MONTENEGRO SALES,99,1983-11-14,313695
36577,JOAQUIM CASA GRANDE SILVEIRA,GIOVANNA CAMARGO SILVEIRA,99,1977-11-12,410600
36578,BELLA BARBOSA SALES,ISABEL CASSIANO SALES,99,2004-07-02,311545
36579,MARIAH DA ROCHA PIMENTA DA CONCEICAO,AGATHA FERREIRA DA CONCEICAO,99,1994-04-08,412370
36580,ALLANA CARVALHO ALBUQUERQUE,LARA LEAO ALBUQUERQUE,99,2020-12-03,260220
36581,HEITOR CAMARGO PASTOR,JOANA RAMOS PASTOR,99,2010-01-18,311320
36582,STEPHANY ANDRADE GONCALVES,SARAH DA MOTA MELO GONCALVES,99,1996-11-07,352620
36583,ANA CLARA SAMPAIO MENDONCA,AYLA SOUSA MENDONCA,99,1987-08-07,330270
36584,EMANUEL CAMARGO GOMES,STELLA GOMES GOMES,99,1990-05-15,210640
36585,PIETRA FREITAS NOGUEIRA,HELENA DUARTE NOGUEIRA,99,2024-04-20,130130
36586,MARIA EDUARDA LIMA CAMARGO,YASMIN ALMEIDA CAMARGO,99,1990-02-02,330480
36587,JOAO GUILHERME DAS NEVES PORTO NOVAES,CLARICE DA CONCEICAO PEIXOTO NOVAES,99,2020-01-01,313657
36588,ANTONIO PINTO BRITO,NICOLE VIEIRA BRITO,99,1973-07-17,291650
36589,HELENA TEIXEIRA RAMOS,ELOA ALMEIDA RAMOS,99,2005-01-27,316430
36590,MURILO LIMA DA MATA,MARIA SOPHIA COSTELA DA MATA,99,2010-05-24,231025
36591,MURILO MACHADO GOMES,CAMILA DA MATA DA LUZ GOMES,99,2010-11-22,351060
36592,FELIPE TEIXEIRA DA LUZ,ANA PIMENTA DA LUZ,99,2006-04-23,430940
36593,ERICK SILVEIRA MARTINS,LARISSA BARROS MARTINS,99,1986-03-05,170290
36594,VINICIUS CASTRO CORREIA,ELOA PINTO CORREIA,99,1981-01-04,230230
36595,DAVI LUCCA DUARTE MACHADO,LAVINIA VASCONCELOS MACHADO,99,1976-05-02,351440
36596,ISABELA DA COSTA NOVAIS REZENDE,ESTHER AZEVEDO REZENDE,99,2022-08-11,230010
36597,MARIA CLARA DA CUNHA NASCIMENTO GONCALVES,MANUELLA VIEIRA GONCALVES,99,2016-06-25,411200
36598,CALEB DA MOTA PEIXOTO SAMPAIO,SARA MARTINS SAMPAIO,99,2003-01-14,314550
36599,HELENA DA CRUZ MOURA DA CONCEICAO,MARIA CLARA COSTELA DA CONCEICAO,99,2004-05-02,230835
36600,VALENTIM ANDRADE ABREU,LUARA LOPES ABREU,99,1992-08-24,314690
36601,LEO MACEDO VIANA,MARIA SOPHIA PEIXOTO VIANA,99,1987-01-19,310260
36602,BERNARDO SOUZA MARQUES,JOANA TEIXEIRA MARQUES,99,1991-03-27,240820
36603,LEANDRO CAMARGO MENDONCA,CAMILA JESUS MENDONCA,99,1978-04-26,230800
36604,BENJAMIN NOGUEIRA MACEDO,KAMILLY LIMA MACEDO,99,2003-05-02,250407
36605,PIETRO RIOS FERNANDES,EMANUELLY DA ROSA MENDONCA FERNANDES,99,1995-09-15,431370
36606,JOAO GUILHERME PORTO PACHECO,MARIA SOPHIA SOUZA PACHECO,99,2015-12-17,411150
36607,JOAO VITOR DA COSTA RIBEIRO CASA GRANDE,CECILIA SALES CASA GRANDE,99,1983-12-21,290910
36608,MARIA FERNANDA PINTO MOURA,MARIA JULIA MELO MOURA,99,1994-08-13,310560
36609,AGATHA SA VASCONCELOS,LORENA JESUS VASCONCELOS,99,1973-09-24,316450
36610,MARIA LUISA CARVALHO FREITAS,MARIA VITORIA MARQUES FREITAS,99,2003-12-13,421520
36611,JOSE MONTENEGRO MENDONCA,ISABELLY SANTOS MENDONCA,99,2013-06-23,500310
36612,ANA LIVIA CAMPOS AZEVEDO,ALANA MACHADO AZEVEDO,99,2008-10-21,210197
36613,RHAVI MONTEIRO NOVAES,MAYA GOMES NOVAES,99,1988-04-30,261220
36614,MARIA CLARA SOUZA FONSECA,MAITE LEAO FONSECA,99,2021-11-11,314870
36615,ISABELA ARAUJO MELO,SARAH NOVAIS MELO,99,1987-07-16,240560
36616,CAMILA VARGAS RODRIGUES,ISABEL DA COSTA PASTOR RODRIGUES,99,1984-03-26,250540
36617,MARIA SOPHIA VARGAS VASCONCELOS,LUNA NASCIMENTO VASCONCELOS,99,1974-06-29,171670
36618,ANA JULIA NOVAES MELO,ELOA FARIAS MELO,99,2014-12-06,521940
36619,MELINA GUERRA BRITO,GABRIELA DA PAZ CAVALCANTI BRITO,99,1981-02-18,240250
36620,KAMILLY MOURA ANDRADE,MARIA VITORIA DA MOTA REZENDE ANDRADE,99,1996-08-18,230750
36621,JOAO PEDRO CAVALCANTE CAVALCANTE,ZOE SILVEIRA CAVALCANTE,99,1997-08-25,293010
36622,ANA CLARA CARDOSO CALDEIRA,REBECA MENDONCA CALDEIRA,99,1978-11-24,412410
36623,BEATRIZ DAS NEVES DUARTE DA PAZ,EVELYN BORGES DA PAZ,99,1993-09-01,292890
36624,RAVI LUCCA NOVAES FREITAS,LORENA OLIVEIRA FREITAS,99,1991-01-03,320410
36625,ZOE CAMPOS ARAGAO,LUANA GOMES ARAGAO,1,,330030
36626,BIANCA FREITAS SILVA,HELOISA RIBEIRO SILVA,1,,412720
36627,ANA SOPHIA PINTO PACHECO,ALEXIA CORREIA PACHECO,1,,314000
36628,LIVIA FERNANDES DA ROSA,EMANUELLY CASA GRANDE DA ROSA,1,,231180
36629,CLARA NASCIMENTO LIMA,SABRINA MENDES LIMA,1,,353700
36630,STEPHANY PEIXOTO COSTA,REBECA VARGAS COSTA,1,,130110
36631,ZOE VIEIRA ABREU,MARIA FLOR NASCIMENTO ABREU,1,,354730
36632,KEVIN ALBUQUERQUE FREITAS,ALICIA TEIXEIRA FREITAS,2,,411650
36633,GUILHERME MACEDO ALBUQUERQUE,MELISSA DA CONCEICAO PIRES ALBUQUERQUE,2,,411280
36634,LUIZ FERNANDO ROCHA CAMARA,MARIA JULIA SILVEIRA CAMARA,2,,290100
36635,EMILLY NOVAIS CARVALHO,ESTHER COSTELA CARVALHO,1,,315720
