id,nome,mae,sexo,cod_munic_res,dt_nasc
42376,Maria Liz Lopes Martins,Julia Silveira Martins,F,150210330,1976-01-02
42377,Pedro Henrique Peixoto Pinto,Alícia Ribeiro Pinto,M,520800410,2019-09-08
42378,Dom Garcia Moraes,Isabelly Moreira Moraes,M,292820805,1986-11-28
42379,Pedro Lucas Moraes das Neves,Maria Julia Pereira das Neves,M,251430505,1991-11-27
42380,Luan Moraes Martins,Ana Júlia Almeida Martins,M,320450010,2006-05-05
42381,Laís Ribeiro Santos,Emanuelly Cardoso Santos,F,140002705,2011-10-02
42382,Arthur Miguel Pacheco Fernandes,Carolina Fernandes Fernandes,M,410240605,1976-12-01
42383,Milena Casa Grande Macedo,Maria Liz Câmara Macedo,F,260290205,2024-05-19
42384,Maria Vitória Carvalho da Conceição,Hadassa Sales da Conceição,F,351790105,1972-01-31
42385,Noah Garcia Novais,Mariane Cavalcante Novais,M,421625505,1976-03-25
42386,Joana Fonseca Machado,Ana Júlia Mendonça Machado,F,230770029,2000-04-26
42387,Isaque Macedo Araújo,Rebeca da Costa TEIXEIRA Araújo,M,210207705,1973-02-12
42388,Bento Peixoto Barros,Luísa Gonçalves Barros,M,353060707,1994-02-24
42389,Nicolas da Mota ARAÚJO Cavalcante,Maria Lima Cavalcante,M,312620815,1998-04-10
42390,Davi Miguel da Costa NASCIMENTO da Mata,Eduarda Moura da Mata,M,250420710,2023-07-03
42391,Isadora Abreu Azevedo,Maria Fernanda da Conceição LOPES Azevedo,F,421240305,2017-03-22
42392,Ana Carolina Cavalcanti Mendes,Jade Nascimento Mendes,F,220554005,2010-02-21
42393,Maria Fernanda da Luz ABREU Gomes,Ana Laura Cardoso Gomes,F,316200505,2011-07-26
42394,Dom Mendonça Rezende,Maria Rocha Rezende,M,311050910,1990-09-08
42395,Luiz Miguel Vasconcelos Freitas,Maya Sousa Freitas,M,355070410,1972-07-20
42396,Bento Ribeiro Casa Grande,Maria Flor Nogueira Casa Grande,M,312880805,1996-03-13
42397,Esther Fogaça Correia,Daniela Brito Correia,F,316970320,2007-06-19
42398,Thomas Aragão Casa Grande,Maria Vitória Castro Casa Grande,M,280140510,2004-09-14
42399,Aylla Barros Siqueira,Evelyn Rios Siqueira,F,172110905,1976-10-19
42400,João Gabriel Fonseca Alves,Maria Júlia Silveira Alves,M,250400905,2009-01-28
42401,Rafael Sales Cirino,Caroline Macedo Cirino,M,315400220,1972-03-10
42402,Eduarda Fogaça Monteiro,Ana Beatriz Viana Monteiro,F,292220110,2003-11-29
42403,Gabriel Sampaio Vieira,Antonella Novaes Vieira,M,315490310,2007-08-07
42404,Maria Vitória Cavalcante Abreu,Amanda Fogaça Abreu,F,430500905,1995-06-20
42405,Davi Luiz da Cunha PACHECO Casa Grande,Hadassa Ribeiro Casa Grande,M,510558005,2010-08-23
42406,José Pedro Fonseca Vieira,Alexia Costela Vieira,M,261040005,1970-03-22
42407,Miguel Costela Lima,Maria Flor Barros Lima,M,430130515,1984-07-17
42408,Benjamim Almeida Aparecida,Ana Vitória Moraes Aparecida,M,293330708,1970-01-27
42409,Hellena Farias Pereira,Bella Rocha Pereira,F,316620408,1980-03-25
42410,Nina Borges Silveira,Alice Moreira Silveira,F,431960405,2024-04-09
42411,Mariana Casa Grande Peixoto,Joana Guerra Peixoto,F,410930205,2006-02-26
42412,Maria Laura Dias Cassiano,Isabela Pimenta Cassiano,F,314915010,1974-01-14
42413,Elisa Fernandes Sousa,Hellena Nunes Sousa,F,420390710,2019-08-02
42414,Vinícius Castro Vargas,Maria Cecília Nunes Vargas,M,150210325,1998-11-30
42415,Gael Pereira Rezende,Helena Camargo Rezende,M,150060206,1978-04-28
42416,Valentina Araújo Oliveira,Maria Sophia Cirino Oliveira,F,230945820,1992-10-30
42417,Ana Cecília Brito Cardoso,Mariah Aragão Cardoso,F,355030873,1978-03-13
42418,Clarice Gonçalves Aparecida,Maria Flor Moreira Aparecida,F,220275205,2008-08-11
42419,Larissa Andrade Leão,Nicole Pacheco Leão,F,350945215,2016-11-30
42420,Maysa Garcia Vargas,Ana Beatriz da Paz SALES Vargas,F,130340310,1970-06-29
42421,Mathias Fonseca Cunha,Eloah Aragão Cunha,M,430693205,1991-01-06
42422,Josué Abreu da Rosa,Hellena Farias da Rosa,M,260110225,2019-07-14
42423,Lavínia Carvalho Castro,Beatriz Freitas Castro,F,317040405,2006-10-11
42424,Ana Liz Sá Sampaio,Sofia Lima Sampaio,F,315530605,1976-07-13
42425,Heloisa Pires Cunha,Lívia da Cruz CASTRO Cunha,F,521460610,1997-11-13
42426,João Gabriel Moraes Sousa,Ana Julia das Neves APARECIDA Sousa,M,314630505,2014-10-19
42427,Fernanda Albuquerque Campos,Isabela Araújo Campos,F,421450805,2007-03-06
42428,Daniel Carvalho Albuquerque,Amanda Andrade Albuquerque,M,311030115,2015-04-28
42429,Erick Correia das Neves,Camila Novaes das Neves,M,411990515,1981-07-27
42430,Oliver Cirino Castro,Melina Casa Grande Castro,M,431675805,1970-11-22
42431,Maria Laura Pacheco da Mota,Melissa Costa da Mota,F,211240705,1981-12-14
42432,Ana Luiza Costela Ribeiro,Pietra Marques Ribeiro,F,311650610,2017-10-20
42433,Lívia Duarte da Conceição,Maria Vitória Silva da Conceição,F,312260315,1990-06-16
42434,Bento Castro Vargas,Isabella Barbosa Vargas,M,411870910,1974-01-27
42435,Bryan Fernandes Pimenta,Anna Liz Silva Pimenta,M,290630320,2021-11-01
42436,Emanuelly da Cruz ALBUQUERQUE Camargo,Alexia Sá Camargo,F,354370905,1998-09-22
42437,Alexia Freitas Siqueira,Catarina Fonseca Siqueira,F,260350405,1985-12-17
42438,Laís Dias Câmara,Rafaela Duarte Câmara,F,314200710,2021-01-24
42439,Maria Alice Cirino Jesus,Elisa Nunes Jesus,F,260270405,2023-07-15
42440,Raquel Ferreira Moreira,Maysa Ferreira Moreira,F,510770115,2002-06-03
42441,Marcela Andrade Cassiano,Antonella da Rocha DA LUZ Cassiano,F,311090505,1990-03-22
42442,Ana Lívia Moraes Porto,Lorena Lima Porto,F,220770205,1998-02-16
42443,Ester Pinto Monteiro,Rafaela Nunes Monteiro,F,311890805,2014-02-12
42444,Ester Nogueira Gomes,Maria Júlia Ribeiro Gomes,F,351710905,1999-06-21
42445,Enzo Gabriel Costa Cavalcante,Lara Freitas Cavalcante,M,411340305,1997-06-20
42446,Emanuella Sales Almeida,Maria Sophia Sampaio Almeida,F,170820505,1971-03-22
42447,Maria Clara Mendes da Mota,Yasmin Montenegro da Mota,F,250020505,1972-12-17
42448,Calebe da Costa DAS NEVES Ferreira,Luna Brito Ferreira,M,314830110,2011-04-09
42449,Olivia Correia Siqueira,Gabrielly Carvalho Siqueira,F,316840810,2013-05-04
42450,Ayla Fonseca Machado,Alana Aragão Machado,F,410775105,1989-12-16
42451,Dante Camargo Souza,Ana Siqueira Souza,M,293200215,2010-08-26
42452,Luiz Fernando Sampaio Oliveira,Ana Luiza Nunes Oliveira,M,240260005,1972-10-18
42453,Ravy Abreu Melo,Isabelly Azevedo Melo,M,150500705,1981-07-19
42454,José Souza Marques,Manuela Almeida Marques,M,313850005,2007-04-04
42455,Cecilia Nascimento da Rosa,Ana Carolina Ramos da Rosa,F,311880910,1996-09-06
42456,Miguel Sales Barros,Manuela Costela Barros,M,431237730,1995-03-27
42457,Yan Costela Ferreira,Allana Peixoto Ferreira,M,354560505,2024-02-16
42458,Vinícius da Cruz BORGES Machado,Sophia Gonçalves Machado,M,231060515,1995-12-26
42459,Maria Julia Teixeira Souza,Lunna Rocha Souza,F,314080305,2006-11-08
42460,Nicole Freitas Mendes,Lorena Viana Mendes,F,311530005,1995-05-01
42461,Alana Sousa Cardoso,Alexia Costa Cardoso,F,230280030,1985-08-31
42462,Nicole Sá Sá,Maya Costa Sá,F,261540905,1978-02-03
42463,Anthony das Neves DA CONCEIÇÃO Caldeira,Maria Liz da Mota FREITAS Caldeira,M,315030720,1989-04-13
42464,Gabriela Oliveira da Cunha,Luna Abreu da Cunha,F,432220205,2018-04-03
42465,Ana Laura da Luz MONTENEGRO da Luz,Anna Liz Alves da Luz,F,230390705,1998-03-08
42466,Juan Nunes Vargas,Olivia Correia Vargas,M,171215705,1991-11-10
42467,Nicole Pacheco Sales,Melina Ribeiro Sales,F,150070105,1978-05-13
42468,Vinicius Melo Azevedo,Larissa Alves Azevedo,M,410010305,2006-04-12
42469,Maria Luiza Vargas Fonseca,Kamilly Abreu Fonseca,F,330100930,1991-12-08
42470,Esther Carvalho Cavalcante,Caroline Correia Cavalcante,F,354740305,1991-04-07
42471,Ana Abreu Montenegro,Emanuella Fernandes Montenegro,F,230820325,1973-07-02
42472,Isabel da Rosa CAMPOS Siqueira,Isabelly Marques Siqueira,F,311600115,2021-11-10
42473,Valentina Viana Nunes,Jade Barbosa Nunes,F,290580020,2008-10-18
42474,Agatha da Luz RIOS da Rosa,Sophia da Mata ALMEIDA da Rosa,F,110012205,1986-06-11
42475,Arthur Miguel Almeida Gomes,Sabrina Fernandes Gomes,M,160050105,1999-01-20
42476,Helena Barbosa Rezende,Alice Alves Rezende,F,260345405,1977-03-23
42477,Isabelly Caldeira Guerra,Maria Flor Lopes Guerra,F,140028205,1981-12-26
42478,Thomas Aparecida Mendonça,Lavínia Azevedo Mendonça,M,291995905,1986-08-05
42479,Antonella Carvalho Carvalho,Maria Barros Carvalho,F,315680905,1987-03-19
42480,Ágatha da Cruz VIANA Vieira,Natália Peixoto Vieira,F,520130620,2011-08-29
42481,Emanuelly Correia Dias,Fernanda Sampaio Dias,F,290300305,2023-07-20
42482,Emanuel Pastor Macedo,Maria Cecília Barros Macedo,M,330220520,2014-03-10
42483,Luiz Felipe Peixoto da Luz,Ana Lívia Novais da Luz,M,312210805,2013-01-17
42484,Thomas Borges Mendonça,Lunna Dias Mendonça,M,353650505,1999-04-14
42485,Yan Nascimento Barros,Sophia Moraes Barros,M,522220305,1990-09-03
42486,Daniel Silva Abreu,Ana Clara Peixoto Abreu,M,353220705,2018-10-16
42487,Laura Rios Pereira,Sabrina Teixeira Pereira,F,291840730,1985-09-17
42488,Maria Vitória Santos Lima,Alice Borges Lima,F,231025820,2003-03-19
42489,Maria Luísa Sampaio Santos,Aurora Lima Santos,F,261080607,1982-09-15
42490,Maria Isis Melo Moraes,Marina da Rocha DA ROCHA Moraes,F,355030866,1995-08-20
42491,Ravi Lucca Lima Farias,Sara Caldeira Farias,M,320503610,1997-12-23
42492,Larissa Gomes Marques,Gabrielly Pires Marques,F,260720805,2015-05-17
42493,Nathan Sales Ribeiro,Maitê Camargo Ribeiro,M,280590105,1979-01-26
42494,José Miguel da Mata MORAES Lima,Stella Carvalho Lima,M,313510005,1984-02-22
42495,Amanda Pinto da Paz,Heloísa da Mata ANDRADE da Paz,F,430750030,1997-01-06
42496,Ayla Almeida Vasconcelos,Helena Viana Vasconcelos,F,421360905,1971-06-05
42497,Ana Luiza Gomes Camargo,Rafaela Dias Camargo,F,221080505,2021-05-03
42498,Enrico Martins Cassiano,Ayla Pinto Cassiano,M,120038505,2000-04-04
42499,Ísis Jesus Borges,Natália Souza Borges,F,311030110,2020-11-12
42500,Isadora Moura Montenegro,Eloá Fonseca Montenegro,F,510170422,1977-01-05
42501,Pietro Azevedo Vieira,Ana Carolina Barbosa Vieira,M,330093605,2010-05-04
42502,Vitor Gabriel Moreira Fogaça,Ester da Paz RAMOS Fogaça,M,420090310,2013-06-29
42503,Maria Luísa Sales Peixoto,Valentina Barbosa Peixoto,F,431020727,1996-04-15
42504,Brenda Cavalcanti Campos,Isabella Nogueira Campos,F,210927005,1981-12-14
42505,Sarah Dias Jesus,Carolina Lima Jesus,F,312810505,1973-07-12
42506,Lívia Oliveira Vargas,Ana Júlia Alves Vargas,F,270480705,2012-09-09
42507,Gabrielly Cunha Carvalho,Juliana da Mota CAMARGO Carvalho,F,231095105,1990-10-21
42508,Felipe Ferreira Machado,Ana Luiza Melo Machado,M,231130605,2011-06-18
42509,Vitor Casa Grande Viana,Esther Borges Viana,M,140060505,2020-03-22
42510,Daniel Cavalcanti Rezende,Rafaela Castro Rezende,M,431515605,1972-07-29
42511,Gael Henrique Duarte Ramos,Bianca Gonçalves Ramos,M,314820205,2013-09-27
42512,Gael Henrique Machado Araújo,Sabrina Gonçalves Araújo,M,430210510,1971-12-27
42513,Lívia Novaes da Luz,Stella Macedo da Luz,F,314460725,2004-04-11
42514,Julia Aparecida Pastor,Gabrielly Leão Pastor,F,310870125,2001-01-12
42515,Ana Beatriz Dias Aparecida,Cecilia da Paz DUARTE Aparecida,F,432185705,1985-01-25
42516,João Felipe Casa Grande Cirino,Letícia Freitas Cirino,M,261350310,1972-09-30
42517,Juan da Costa DA CUNHA Jesus,Heloisa Fonseca Jesus,M,510729705,1970-04-26
42518,Pedro Pimenta Borges,Antonella Novais Borges,M,355540605,1993-11-07
42519,Fernando Ribeiro Cavalcanti,Amanda Dias Cavalcanti,M,314990305,2022-11-08
42520,Lívia Correia Santos,Clara Nascimento Santos,F,160020405,1995-06-01
42521,Vitor Gabriel Siqueira Costela,Maria Eduarda da Mota FERNANDES Costela,M,314050615,1985-05-23
42522,Joaquim Martins Souza,Carolina Lopes Souza,M,211174805,2011-03-12
42523,Arthur Miguel Azevedo Costela,Kamilly Cardoso Costela,M,520910105,2010-11-11
42524,Gabriel Guerra Teixeira,Mariane Camargo Teixeira,M,355030829,2003-07-24
42525,João Miguel Macedo Ribeiro,Sophie Araújo Ribeiro,M,421240310,2005-01-03
42526,Eduarda Moreira Cassiano,Zoe Nogueira Cassiano,F,510840210,1970-03-18
42527,Augusto da Luz CAVALCANTI Machado,Olívia Camargo Machado,M,230763510,1994-12-05
42528,Sophia Garcia Garcia,Ana Carolina da Paz MOURA Garcia,F,431800205,1980-12-19
42529,Joaquim Leão da Rosa,Milena Rocha da Rosa,M,231210605,1983-05-19
42530,Aurora Peixoto Santos,Amanda Pereira Santos,F,353830305,2011-01-20
42531,Rhavi Rios da Costa,Bruna das Neves NOVAIS da Costa,M,280500005,1970-04-03
42532,Henrique Cavalcante Sales,Rebeca Albuquerque Sales,M,241220305,2003-11-20
42533,Luiz Otávio Moraes Borges,Maria Fernanda Barros Borges,M,150140275,1980-12-06
42534,Benício Melo da Rocha,Daniela Garcia da Rocha,M,311455020,1990-06-07
42535,Luiz Miguel Marques da Costa,Catarina Rocha da Costa,M,290880410,2015-09-08
42536,Catarina Leão Barros,Luara Souza Barros,F,430466320,2016-10-18
42537,Anna Liz Almeida Montenegro,Olívia Fonseca Montenegro,F,291535305,2023-10-18
42538,Lucas Gabriel Cardoso Jesus,Catarina Freitas Jesus,M,500085610,1989-02-11
42539,Liam Lima Fonseca,Maria Helena Pastor Fonseca,M,292340720,2007-04-25
42540,Gabrielly Lima Caldeira,Cecilia Nunes Caldeira,F,260910505,2004-06-15
42541,Maria Isis Novais Leão,Nicole da Costa OLIVEIRA Leão,F,291310130,2009-02-16
42542,Ana Beatriz Cunha Teixeira,Gabriela Sampaio Teixeira,F,510335305,2001-09-03
42543,Yuri Novais Cavalcanti,Isadora Gonçalves Cavalcanti,M,430781520,2004-10-17
42544,Júlia Pereira Castro,Ágatha Sousa Castro,F,314780805,2013-09-14
42545,Luiz Miguel Moreira Sousa,Maria Clara Cardoso Sousa,M,431261715,1976-05-16
42546,Cauã Aparecida Rezende,Maria Isis da Rocha SOUSA Rezende,M,354160410,2002-09-05
42547,Ana Liz Leão Cunha,Luara Vargas Cunha,F,353930110,1985-07-19
42548,Eloah Borges Ferreira,Beatriz Nogueira Ferreira,F,292460315,2022-10-13
42549,Liz Teixeira Novais,Maria Luiza Macedo Novais,F,354980510,1990-12-19
42550,Brayan Rezende Almeida,Maria Júlia Siqueira Almeida,M,521180005,2016-01-10
42551,Lucas Gabriel Oliveira Barros,Isis Moura Barros,M,292800005,2013-07-29
42552,Jade Guerra Borges,Olívia Casa Grande Borges,F,411570505,1975-07-10
42553,Olívia Silva Dias,Isadora Câmara Dias,F,260410605,2018-09-10
42554,Manuela Freitas Costela,Larissa Souza Costela,F,412630605,1999-01-02
42555,Ana Cecília Aparecida Caldeira,Gabriela Azevedo Caldeira,F,521150305,1971-12-18
42556,Heloisa Abreu Souza,Stephany da Rocha MACEDO Souza,F,210510410,2023-11-29
42557,Breno Cirino Aparecida,Isabelly Cassiano Aparecida,M,421335105,2021-01-23
42558,Melissa Cardoso Costela,Jade Oliveira Costela,F,315520710,2013-07-22
42559,Luan Moreira Borges,Luísa Vargas Borges,M,290010805,2005-08-31
42560,Maria Julia Pereira da Paz,Maria Alice Monteiro da Paz,F,430250115,2002-08-10
42561,Asafe Brito Farias,Antonella Sá Farias,M,350790205,1988-04-04
42562,Clara Fernandes Pereira,Maria Clara Marques Pereira,F,432300225,1981-11-26
42563,Luiz Gustavo Câmara Mendonça,Aurora da Mata SIQUEIRA Mendonça,M,411750310,1981-02-24
42564,Vicente Cavalcante Albuquerque,Jade Nogueira Albuquerque,M,292045205,2021-09-30
42565,Ana Luiza Garcia Jesus,Beatriz Cunha Jesus,F,291310130,1977-04-12
42566,Davi Lucas Ribeiro Montenegro,Lara Moreira Montenegro,M,150710210,1986-10-20
42567,Luigi Albuquerque Cunha,Ester Vargas Cunha,M,330570305,1981-02-01
42568,Eduarda Silveira Carvalho,Antonella Peixoto Carvalho,F,261260405,1986-01-28
42569,Heloísa Vasconcelos Santos,Maitê Azevedo Santos,F,410280210,1984-06-03
42570,Brenda Almeida Dias,Emanuella Fonseca Dias,F,521205505,1979-03-09
42571,Levi Souza Nogueira,Melissa Cavalcanti Nogueira,M,231020910,1993-08-18
42572,Davi Miguel Souza Abreu,Ana Julia Cavalcante Abreu,M,421580205,1986-08-21
42573,Benício Pereira Pastor,Gabrielly Barbosa Pastor,M,353030010,1981-04-10
42574,Ravi Lucca Costa da Luz,Emanuelly Pastor da Luz,M,231395515,2010-05-22
42575,Bryan Carvalho Costa,Gabriela Garcia Costa,M,520551305,1994-11-01
42576,Davi Miguel Moraes Oliveira,Caroline Cardoso Oliveira,M,230160410,2024-05-08
42577,Eduardo Viana Ramos,Marina das Neves CÂMARA Ramos,M,420845005,2014-08-21
42578,Hadassa Melo Leão,Luísa Abreu Leão,F,290190810,1982-07-27
42579,Manuela Rios Pinto,Mirella Jesus Pinto,F,320220715,1998-07-28
42580,Ana Carolina Ferreira Gomes,Evelyn Casa Grande Gomes,F,231330235,2021-07-22
42581,Camila da Rocha SOUSA Vasconcelos,Ester Cardoso Vasconcelos,F,231180115,2003-03-16
42582,Esther Silveira Aragão,Maria Liz Almeida Aragão,F,311530007,1988-08-11
42583,Isabelly Cavalcanti Teixeira,Maysa Brito Teixeira,F,430290715,2010-10-19
42584,Brenda Fernandes Sampaio,Ana Vitória Cassiano Sampaio,F,317130325,1970-09-12
42585,Manuella Costela Albuquerque,Bianca Farias Albuquerque,F,431190820,1985-06-05
42586,Ana Beatriz Fonseca Dias,Maria Luiza Dias Dias,F,291430710,2009-02-02
42587,João Felipe Rodrigues Fernandes,Mariana da Cruz NOVAIS Fernandes,M,431230215,1972-04-07
42588,Anna Liz Santos Campos,Bianca Peixoto Campos,F,150320005,1983-11-01
42589,Ravi Lucca Silveira Marques,Ayla Borges Marques,M,412620715,2007-10-29
42590,Rodrigo Fonseca Gonçalves,Evelyn Alves Gonçalves,M,411230610,1989-09-09
42591,Lucas Cavalcanti Gonçalves,Maria Júlia Duarte Gonçalves,M,432300235,2012-08-24
42592,Breno Cardoso Pacheco,Evelyn Albuquerque Pacheco,M,320503625,1972-10-26
42593,Maria Eduarda Jesus Fernandes,Luana da Rosa SOUZA Fernandes,F,353250415,1997-11-03
42594,Caio Pimenta Caldeira,Anna Liz Pereira Caldeira,M,230240407,2011-08-02
42595,Maria Sophia Fernandes Macedo,Laura Gonçalves Macedo,F,430410140,1983-07-25
42596,João da Conceição CASA GRANDE Mendonça,Maya Novais Mendonça,M,430390505,1989-08-31
42597,Lucas Gabriel Souza da Paz,Heloísa Pastor da Paz,M,316555220,1998-01-19
42598,Luara da Rosa DA ROSA Lima,Liz Pereira Lima,F,312825305,1980-05-13
42599,Gabrielly Brito Fernandes,Bianca Duarte Fernandes,F,230495413,2016-04-02
42600,Bruna Pimenta Pinto,Ana Vitória Aparecida Pinto,F,353350205,1991-10-24
42601,Benjamim Novaes Oliveira,Mariah Lopes Oliveira,M,313310505,1979-05-27
42602,Breno Nascimento Carvalho,Ester Sales Carvalho,M,314710505,2005-09-27
42603,Ana Barbosa Lopes,Marcela Costa Lopes,F,250157505,1983-06-19
42604,Juliana Martins Cavalcanti,Stephany Brito Cavalcanti,F,261110105,2002-08-16
42605,Luara Duarte Cavalcante,Ísis da Mata MARQUES Cavalcante,F,353150605,2009-03-12
42606,Bryan Borges Moura,Isabel Moreira Moura,M,431720210,2012-11-09
42607,Benjamim Araújo Albuquerque,Jade Guerra Albuquerque,M,250415705,2018-04-01
42608,Heloisa Rios da Cunha,Maria Laura Montenegro da Cunha,F,411750305,2020-07-03
42609,Sofia Castro Campos,Maria Eduarda Ramos Campos,F,241330005,1972-01-06
42610,Luiz Otávio Farias Câmara,Ana Liz Montenegro Câmara,M,430063805,1980-02-10
42611,José Miguel Moraes Fogaça,Aylla Barros Fogaça,M,320506910,2018-07-20
42612,Enzo Gabriel Andrade Cavalcanti,Maria Luiza Nascimento Cavalcanti,M,350320805,1986-10-02
42613,Ravi Lucca Mendonça Nunes,Maria Clara Nunes Nunes,M,210542705,2015-10-25
42614,Lívia Melo da Cunha,Valentina Oliveira da Cunha,F,431912505,1986-04-27
42615,Olívia Borges Oliveira,Allana Novais Oliveira,F,420970610,1994-07-12
42616,Maitê Gonçalves da Costa,Maria Clara Martins da Costa,F,150210336,1995-03-10
42617,Maria Laura Camargo Andrade,Manuela Santos Andrade,F,220340405,2023-02-07
42618,Lucas Gabriel Fernandes Silva,Lívia Duarte Silva,M,310830510,1999-01-17
42619,Benicio Castro Souza,Maya Albuquerque Souza,M,315520705,2018-01-22
42620,Diego Peixoto Ferreira,Maya Ferreira Ferreira,M,421500005,1985-11-09
42621,Lorena Farias Ribeiro,Olívia Rodrigues Ribeiro,F,313000205,1997-04-04
42622,Caleb Brito Rezende,Ana Lopes Rezende,M,352030105,2020-09-18
42623,Ana Julia Aragão Lopes,Luiza da Mota COSTELA Lopes,F,315570210,2004-07-03
42624,Luigi da Conceição MELO Montenegro,Maitê Vasconcelos Montenegro,M,290100720,1998-10-27
42625,Giovanna Nogueira Moreira,Luana da Rosa CASSIANO Moreira,F,292665710,2001-08-02
42626,Pedro Câmara Pacheco,Olivia Gonçalves Pacheco,M,316150210,2002-06-19
42627,Maria Eduarda Monteiro Pacheco,Ana Sophia Silveira Pacheco,F,230500127,1983-03-17
42628,Alice Melo Viana,Maria Eduarda Leão Viana,F,430470525,2000-01-21
42629,Theodoro Mendonça Aparecida,Antonella Nogueira Aparecida,M,230970605,1982-08-01
42630,Cecília Mendonça da Conceição,Mariah Dias da Conceição,F,355030822,2023-06-15
42631,Davi Miguel Costa da Rosa,Sarah Siqueira da Rosa,M,130006005,2019-02-22
42632,Bárbara Lopes Sampaio,Valentina Sampaio Sampaio,F,251330705,1995-01-21
42633,Hellena Duarte Cardoso,Maria Flor da Luz CARDOSO Cardoso,F,230750205,2017-07-23
42634,Maria Julia Alves Novais,Júlia Costela Novais,F,292880205,2012-04-08
42635,Ágatha da Mata FERREIRA Novaes,Mariane Dias Novaes,F,220415405,2008-08-26
42636,Maya Sales Alves,Maria Vitória Viana Alves,F,431697215,1980-08-10
42637,Ravi Gomes Campos,Liz Freitas Campos,M,220855105,1979-06-23
42638,Vicente Fernandes Pacheco,Luna Fernandes Pacheco,M,355050605,1991-07-25
42639,Brenda da Costa FARIAS Jesus,Maria Fernanda Brito Jesus,F,355030810,2016-02-02
42640,Manuela Silva Pinto,Evelyn Souza Pinto,F,310180505,1998-10-25
42641,Bianca Ferreira das Neves,Clarice Aragão das Neves,F,320316330,1980-07-11
42642,João Pedro Novaes Borges,Maria Luiza Correia Borges,M,220390905,1993-05-27
42643,Hadassa Gomes Cavalcanti,Mirella Sá Cavalcanti,F,520860810,2013-11-15
42644,Eloá Freitas Moura,Ana Clara Nunes Moura,F,330260120,1981-04-21
42645,Benjamim Ribeiro Melo,Isis Fonseca Melo,M,355030896,2016-12-27
42646,Leandro Costela Vargas,Natália Moreira Vargas,M,261080615,1989-09-24
42647,João Guilherme Rodrigues Cardoso,Yasmin Fonseca Cardoso,M,110026205,2000-11-14
42648,Heloisa Correia Nascimento,Maria Fernanda Vasconcelos Nascimento,F,150310105,2000-04-19
42649,Augusto da Cruz DA MOTA Abreu,Rafaela Guerra Abreu,M,290290605,2000-07-29
42650,Theodoro Mendes Ribeiro,Ana Liz Montenegro Ribeiro,M,291510605,2009-10-05
42651,Vitor Gabriel Marques Sales,Maria Alice Almeida Sales,M,420830205,2018-08-09
42652,Maria Júlia Sampaio Fonseca,Isabella Camargo Fonseca,F,521290705,2016-04-14
42653,Lavínia Aragão das Neves,Emanuelly Castro das Neves,F,431830920,2012-05-16
42654,Luiz Miguel da Mota CARVALHO Fonseca,Camila da Conceição DA CRUZ Fonseca,M,260740605,1986-08-20
42655,Vitor da Rocha ALMEIDA Dias,Mirella da Luz DA CUNHA Dias,M,430680905,1981-11-18
42656,Liz Vasconcelos Caldeira,Yasmin Andrade Caldeira,F,432225105,1991-12-29
42657,Antônio Marques Sousa,Natália da Mota SOUZA Sousa,M,290520605,2005-03-08
42658,Ana Júlia Duarte da Conceição,Rafaela Silva da Conceição,F,350115205,2004-08-16
42659,Danilo Rios Sá,Eloá Barros Sá,M,500280305,2019-08-27
42660,Vitória Cirino Casa Grande,Caroline Lima Casa Grande,F,431570127,2016-02-29
42661,Maria Júlia Vieira Pacheco,Fernanda da Rocha MARTINS Pacheco,F,355030844,1991-03-02
42662,Manuella Fonseca Andrade,Ágatha Farias Andrade,F,251040205,1991-10-21
42663,Sofia Alves Farias,Aylla Pastor Farias,F,251080805,2015-05-18
42664,Mirella Azevedo Aragão,Aurora Gomes Aragão,F,230565405,2007-06-29
42665,Ana Liz Sampaio Novais,Ana Laura Monteiro Novais,F,352710810,2016-03-23
42666,Heloisa Carvalho Garcia,Agatha Novais Garcia,F,410140825,1980-06-05
42667,Sophie Martins da Luz,Maysa Melo da Luz,F,291630210,2022-07-24
42668,José Monteiro Abreu,Emanuella Gonçalves Abreu,M,311030107,1975-10-17
42669,Lorena Rocha Pires,Alícia Gonçalves Pires,F,312015120,1990-10-15
42670,Carolina Cavalcante Vargas,Maria Julia Sales Vargas,F,220275205,2018-07-29
42671,Maria Julia Mendonça Campos,Emanuella Silveira Campos,F,410200010,1984-04-13
42672,João Vitor Pires da Cunha,Larissa Vargas da Cunha,M,292120305,2001-01-22
42673,Gabriel Alves da Rocha,Ana Beatriz Vargas da Rocha,M,290140315,2022-12-25
42674,Thomas da Luz RAMOS Costela,Ana Castro Costela,M,315415005,1982-06-25
42675,Ágatha Fonseca da Mota,Isabela da Mota CASTRO da Mota,F,421210620,1999-11-30
42676,Lunna Correia Mendes,Gabriela da Paz SANTOS Mendes,F,290740005,1977-09-07
42677,Ana Lívia Fernandes Costela,Laís Casa Grande Costela,F,411840215,1977-11-09
42678,Davi da Mota PEIXOTO Pinto,Anna Liz Cassiano Pinto,M,330270015,1973-05-18
42679,Cauã Barros Sampaio,Beatriz Castro Sampaio,M,260520210,1975-08-28
42680,Augusto Siqueira da Costa,Manuela Teixeira da Costa,M,352900520,1985-10-21
42681,Beatriz Silveira Pacheco,Agatha da Cruz FERREIRA Pacheco,F,313560505,1983-12-30
42682,Leandro da Costa MOURA Pinto,Luna Sampaio Pinto,M,270640610,2001-08-06
